id	tweet	subtask_a	subtask_b	subtask_c
50529	"@USER Your article on Clay Travis Politics in Sports "" is the same old ANTIFA-LIKE RANT"""	NOT	NULL	NULL
61468	@USER Republicans on Gun Control. Deaths didn't participate in the success of Trump's Economy. URL	NOT	NULL	NULL
18688	@USER 👌🏻 I’ve never seen anyone talk like that on Twitter before and I’ve seen some really messed up shit	OFF	TIN	GRP
49569	@USER you are absolutely right i am a Fool	OFF	TIN	IND
61183	@USER Students have voices Melania? Then why does your husband want to shut up students like @USER when he’s trying to help our Country with gun control!	NOT	NULL	NULL
73980	@USER Clearly it does bc the cheerleader is smaller than the other girl and she whooped that ass after being slammed to the ground and everything	OFF	UNT	NULL
85655	@ everyone who said jihoons new hair cut is ugly: you are wrong	OFF	TIN	IND
58418	@USER @USER RBG next! Can’t wait! The hateful intolerant racists on the left will not win! RBG NEXT!!!! MAGA	OFF	TIN	GRP
26644	@USER Coming from one of the most corrupt AG’s!	OFF	UNT	NULL
48932	@USER @USER @USER @USER # doesn'tunderstandmetaphors	NOT	NULL	NULL
71352	@USER @USER @USER No- it’s wise all the time to not capitulate to liberal demands.. Example- allowing a few more days for the Kavanaugh hearings and offering the fake accuser the opportunity to testify under oath is smart politically.. but liberals demanded more. Then Grassley said “hell no”	NOT	NULL	NULL
48482	@USER @USER She is the cutest baby I have ever seen	NOT	NULL	NULL
24209	@USER @USER That is funny...thats exactly how I describe him. #NotMyPope	NOT	NULL	NULL
89233	@USER His back hole will look like the holland tunnel we he gets to the male prison	OFF	TIN	IND
42741	@USER Stay well clear. She is unhinged.	OFF	TIN	IND
43493	@USER @USER 😍 She is coming to Italy! 🇮🇹 URL	NOT	NULL	NULL
67726	@USER @USER @USER Plus now we know where she likes to kiss you at when she is singing Don’t Judge Me.	NOT	NULL	NULL
63880	@USER Horrible.	OFF	TIN	GRP
71197	@USER They can't blame Antifa this time.  It's right wing nuts and Trumpers.	NOT	NULL	NULL
51553	.@USER made this show successful and relevant. I remember @USER saying that he brought the show to the States with @USER in mind because she is the epitome of “the voice.” None of their shade will delete that. URL	NOT	NULL	NULL
77048	@USER @USER @USER Yeah @USER probably views groups like Antifa and EFF as moderates. People who are against farm murders are labeled just as extreme as people singing songs about actually killing those farmers. Crazy times we live in. @USER	OFF	UNT	NULL
19393	@USER Dreaming...	NOT	NULL	NULL
92852	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I’m not sure where I’m a fan of yet but i know I definitely suck hahaha	OFF	UNT	NULL
64562	@USER @USER @USER Why shouldn’t we be surprised when someone who promotes ANTIFA violence in public is suddenly accused of violence/domestic violence etc?!!?	NOT	NULL	NULL
89171	@USER I have to be a smart ass some way 🤷🏻‍♂️😂	OFF	TIN	IND
27077	@USER @USER CONSERVATIVES	NOT	NULL	NULL
30254	@USER Just another reason she is vile	OFF	TIN	IND
81605	@USER Imagine being stupid 😤	OFF	TIN	IND
83023	@USER @USER Literally.  You are literally a crazy person.	OFF	TIN	IND
85812	@USER Do they drug test in tennis? Shes on some serious hormones or testosterone	OFF	UNT	NULL
16574	@USER Wow Antifa turning on her too?	NOT	NULL	NULL
15191	@USER There's only one King 🐐	NOT	NULL	NULL
99060	@USER A bunch of overpaid liberals whining about how horrible everything is. They should get together with NFL players and try getting a real job. Zero interest in them giving their friends pointless awards.	OFF	TIN	IND
76378	@USER Crazy thing is people naming Big and PAC as greats but forgetting the true underground rap legends like L. I still play his shit	OFF	TIN	IND
60631	"@USER I'm pretty sure most of your #MAGA supporters do not have any new found wealth"". I assume you're referring to your fellow billionaires that you gave a huge tax break to."""	OFF	TIN	GRP
42081	@USER This shit is staged. Dude didn’t even hit him URL	OFF	TIN	IND
12535	@USER @USER Hmmm. Was NFL on tv today? Didn’t even search. Watched tennis &amp; baseball. Not one of them kneeled! Won’t be watching next week either.	NOT	NULL	NULL
41114	@USER @USER Rescue conservatives from its own demons? Who are the two or three most notorious serial abusers of women in the last 30 years? Hint: they were not GOP. Did they ever face consequences?	OFF	TIN	GRP
75340	"@USER @USER @USER @USER @USER Now I know you're having a laugh. Do you really believe that the media aren't picking on him? As for getting his shit together"", what ""shit"" would that be?"""	OFF	TIN	IND
75196	@USER Boy Hollywood sure does like to look like fools all the time.  Wait until they find out it's a big hoax manufactured by liberals.  Think they will apologize to Kavanaugh?  No way.	OFF	UNT	NULL
55164	@USER @USER Retweet this 42 times.	NOT	NULL	NULL
50550	"@USER I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money"""""	NOT	NULL	NULL
73285	@USER Please show me your post where you said the same thing about conservatives targeted by Antifa and other leftist friends of yours 🙄 #Hypocrite	OFF	TIN	GRP
27034	#IronicNews: #Conservatives who complain #Liberals go #PantsOnFire about #TrumpPocalypse am now #mad at #Obama for something him NOT said.	NOT	NULL	NULL
70445	@USER @USER @USER @USER It’s horrific Adam. Look at the way the Conservatives’ endorsement of Orban has been waved through - it should be a source of national shame. But it’s the norm.	NOT	NULL	NULL
18455	@USER @USER @USER @USER @USER Haha 😂 Trump is still winning. It’s fun to watch the liberals literally go insane. URL	OFF	TIN	GRP
82094	@USER HE SAID HE IS THRILLED TO BE A PART OF THE @USER OWNERSHIP GROUP!	NOT	NULL	NULL
10299	@USER @USER @USER You're good Candy You are good 🤣🤣	NOT	NULL	NULL
48443	@USER I seems Hannity has been a client of the Bunny Bar (at the Bunny Ranch) for years (30+). He (allegedly) recruits Fox ‘talent’ and guest speakers from there. URL	NOT	NULL	NULL
25430	@USER She is a piece of garbage! I can't believe the hatred those bitches on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have &amp; damn proud of it!	OFF	TIN	IND
84989	@USER Do it shithouse	OFF	UNT	NULL
32339	@USER Man I hope they say if he is playing or not on Saturday	NOT	NULL	NULL
75039	@USER @USER @USER I'll never understand the anti-ANTIFA sentiment.  There's only alternative to being opposed to fascism.   Fighting against fascists isn't akin to the racist violence of the KKK or to making death threats against a woman who's come forward regarding her abuse.	NOT	NULL	NULL
55997	@USER After listening to your well thought out arguments on gun control I would like to respond to your key points with my counter argument.  I DON'T LIKE YOUR GASSES.	OFF	TIN	IND
59433	@USER Do you support our POTUS? (Please help by retweeting and following after voting!)  Long live USA😍 #MAGA	NOT	NULL	NULL
67503	46 million- health care for all! Gun control for MSD students.  Food for the hungry ( wait did we get the ostrich jacket?) GOP is it time yet? URL	NOT	NULL	NULL
31721	@USER Always allege that she is a poor girl and with tenacity and efforts win over this position for future congresswoman ...if she win.	NOT	NULL	NULL
59336	@USER you live in the big dick part cause your gay	OFF	TIN	IND
37881	@USER He is the worst person.	OFF	TIN	IND
35439	@USER Evil	NOT	NULL	NULL
42038	@USER @USER @USER No liberals just state they believe her because she is a woman and democrat.  They state they do not believe Kavanaugh because he is a man and should “shut up”.  They probably believe OJ.	OFF	TIN	GRP
52432	@USER #Trump gifted the 1% with #GOPTaxScam the biggest wealth grab in modern history URL yet #trump supporter #dopes prefer to vote against their best interests so perhaps you cannot fix stupid!  #MAGA🇺🇸	OFF	TIN	OTH
15934	@USER @USER @USER You should take this picture down you destroyed one of my all time favorite Comedian/Actors @USER	NOT	NULL	NULL
64085	"The blatant abuse of the #metoo is really disturbing.  No good reason to automatically place a guilty"" stamp on someone over unfounded allegations.  Most importantly- it unfairly strips credibility from the women who actually suffered and demand real justice.  Bullshit.  #MAGA"""	NOT	NULL	NULL
70044	@USER He spelled Big Dick wrong.	OFF	TIN	IND
31538	#Welcome back to #Parliament :  Federal Liberals violated own fundraising rules #cdnpoli #ethics   URL	NOT	NULL	NULL
55961	@USER Happy Belated Birthday sexy man😬	NOT	NULL	NULL
64544	@USER @USER @USER @USER @USER @USER I had no idea all republicans were nazi racists till Trump got elected. Imagine my surprise. i'm native american so I took it hard finding out I was a racist. Was despondent went around punching out Antifa to work through my depression.	OFF	TIN	GRP
66218	@USER Eric maybe jail for you.	NOT	NULL	NULL
37552	@USER CNN = Fake News	OFF	TIN	OTH
74401	Do It Q. #FireRosenstein #LisaPage #PeterStrzok #MAGA #LockHerUp #QAnon  #QClearancePatriot #QClearance   #AmericaFirst @USER #U1 #UraniumOne #Lockherupalready #UraniumOneDeal @USER @USER @USER @USER @USER URL	NOT	NULL	NULL
96287	@USER He is the gawdfather of #fuxNews  URL	NOT	NULL	NULL
65950	@USER You are a genuinely cool dude.	NOT	NULL	NULL
22677	@USER Didn’t a woman beat her? Huh...	NOT	NULL	NULL
31987	@USER She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives don't care about victims. If Democrats cared if they wouldn't cheapen real victims with fakes.	OFF	TIN	IND
16203	@USER You are very right. So here comes the question what's the use of the fame when your localities struggles for survival.	NOT	NULL	NULL
31284	@USER @USER @USER How is what she is doin g patriotic?  I mean—you’re basically saying it is a political act against the nominee. Like—she waited to come forward until it would cause max damage...I’m not saying she’s lying at all...but what you’re saying is crazy.	NOT	NULL	NULL
25642	@USER It's the ANTIFA gang!	NOT	NULL	NULL
57417	@USER poor @USER she is a rager and a shamer. sad....	OFF	TIN	IND
59699	@USER He should have tried that on obama after he gpsent millions to Iran which has been traced to terrorists! Unbelievable	NOT	NULL	NULL
34072	@USER @USER @USER I think he is right behind Trump.	NOT	NULL	NULL
20846	@USER Well you are dumped	NOT	NULL	NULL
88220	@USER Becoming..... a woman?	NOT	NULL	NULL
57355	@USER can we start shooting the blue thugs? then going through their shit and saying thats why they died? cuz this is fucking infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.	OFF	TIN	GRP
49644	@USER @USER I have Dick Durbin that's not gonna happen blame Shitcago that's what i do..	OFF	UNT	NULL
14304	@USER @USER @USER She is clothed with strength and dignity and laughs without fear of the future. Proverbs 31:25 💕	NOT	NULL	NULL
49214	@USER @USER IB you ass. Watch how you speak on my name😂😂	OFF	TIN	IND
22000	#Warriors coach fundraising for gun control Brady PAC URL	NOT	NULL	NULL
91626	@USER Lmao I have it too. Shitty quality but I don’t mind it either. The lowlands one sounds better 👍🏻	OFF	UNT	NULL
41814	@USER @USER @USER @USER How so?	NOT	NULL	NULL
39571	@USER   I looked over your record since getting a law degree and see ABSOLUTELY NOTHING meritorious or significant. You are one of the LEAST accomplished Individuals I have reviewed. What do YOU think you have done worth noting? Anything? @USER @USER @USER @USER URL	NOT	NULL	NULL
68305	@USER #IWillNotSubmit to Accuser Leftist Liberals DemonRats Plantations Mind Control Agenda! Globalist puppet! #MeToo Movement Hollyweird #SnowFlakes #Pedowood was SCUM! URL	OFF	TIN	IND
32273	@USER You need to see a doctor my man	NOT	NULL	NULL
87097	@USER She is a lost Soul who has to follow the Party Line. I also believe she has sold her Soul for the Lousy 30Pieces of Silver from the guidance of her Horrible Mother.	OFF	TIN	IND
31566	URL WHY isn't Peter Strzok and Lisa Page in jail? They are traitors to the United States and it's people! The US does not have a two-tiered system for lawbreakers. #LockThemAllUp  #DeepState  #DrainTheSwamp  #MAGA #WalkAway  #impeachjeffsessions  #DOJ ???	OFF	TIN	GRP
70870	@USER The merged with Antifa 😉	NOT	NULL	NULL
59866	@USER refuses to release thousands of documents #WhatAreTheyHiding   Consistent decisions AGAINST women's rights  civil rights  gun control  immigration  health care And financial problems..who paid off his debt   Why would ANYone vote to confirm	NOT	NULL	NULL
66613	@USER The Tory country first is what @USER @USER meant. The rest can still suffer austerity that was caused by the rich banks. Parasitic Tories always have been &amp; always will be. The evil party that is the @USER	NOT	NULL	NULL
34204	@USER @USER your disrespect for those that make real sacrifices to defend our freedom is appalling.  @USER is a punk.	OFF	TIN	IND
68239	"@USER I want you to want me when you are clearheaded. Her eyebrows rose in question and challenge, waiting for his response."""	NOT	NULL	NULL
46160	@USER @USER Gun control advocacy is itself contrary to the single most important natural right enshrined and protected by our Constitution.  ANY attempt to circumvent freedom is radical.   See? Simple  (and I didn't even have to invent any nonsense words)	NOT	NULL	NULL
34365	@USER @USER @USER They’ll never get enough Antifa who even know where the library is...I think we can relax 😊	NOT	NULL	NULL
81720	@USER Hope you are ok my man.	NOT	NULL	NULL
54674	@USER We conservatives love him no matter how stupid it makes us /him look! YEE HAW! URL	OFF	TIN	OTH
79001	@USER Cause you sweet lil nigga	OFF	TIN	IND
57631	#guncontrol Gun Control Chalenge If you truly belive in gun control I chalenge you to learn and understand what gun control is Take a conceal carry course then spend enough time  On a certified gun range To familerize yourself with firearms and learn what gun control  truly is..	NOT	NULL	NULL
25991	@USER Disgusting	OFF	UNT	NULL
38525	What was this Young Lady doing in a room with two boys ? #Blackmail #BrettKavanaughHighSchoolConfessions #ConfirmJudgeKavanaugh #ConfirmJudgeKavanaugh #BoycottTheView #BoycottNFL #BoycottNike #MAGA URL	NOT	NULL	NULL
77275	@USER Blame the rush Feinstein. She sat on this for two months. You and your party drove this timeline on purpose. Live w it. I hope someday someone accuses you of something and you watch your entire life’s work disappear. He is a person w a family. Remember that!	NOT	NULL	NULL
87329	@USER I think you say and write more intelligent commentary than most of the hosts at MSNBC. Fake liberals with big corporate blind spots.	OFF	TIN	GRP
21009	I think @USER knows what he's doing. It's a lose-lose proposition no matter what he does.  Kind of like being a referee at a dog fight.  I'll reserve judgement until Monday. I definitely see where you're coming from.  #MAGA #KAG2018 #KavanaughConfirmation URL	NOT	NULL	NULL
42807	@USER You: ‘Are you ever going to listen to a different song?’ Me: ‘No.’ *turns up volume*	NOT	NULL	NULL
91853	@USER Unless you are @USER your knee will not be the same	NOT	NULL	NULL
21804	@USER Nah I’m okay lol I’m going to watch On my block until a new season 😍	NOT	NULL	NULL
89889	All Trump's and Pense 2020 merch is being made is China and not the USA.    ...maga ??   #VoteThemOut2018  #TrumpsArmy URL	OFF	TIN	IND
99791	@USER @USER Liberals- rule #1 if liberal man accused of sexual assault or rape : viciously attack accuser( Keith Ellison/ Bill Clinton                    rule #2. If Republican man accused- viciously attack man and praise accuser.	NOT	NULL	NULL
69325	@USER I had faith that you were going to win that last battle but Sparking instant transmission Goku is the god of legends and I’m telling you he is outstanding 👍👍👍👍 URL	NOT	NULL	NULL
82452	@USER they're just wasting their money dims don't read books and conservatives don't read smut	NOT	NULL	NULL
87202	@USER Thank you for this tweet.   Give them a call @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER	NOT	NULL	NULL
17949	@USER @USER 4 he is poor	NOT	NULL	NULL
83989	@USER I hope he is found #! Best wishes to you and your family!	NOT	NULL	NULL
66263	@USER YAY - AWESOME 🇺🇸♥️😎👈👍MAGA🇺🇸♥️🇺🇸RepPowerVote♥️🇺🇸strengthened by PowerPrayers🇺🇸👍Red Tsunami♥️	NOT	NULL	NULL
90034	@USER And then same liberals were accusing falsely in Kathua case while hiding in shithole right now.	OFF	TIN	GRP
66011	@USER I believe Soros is also the main financier or his socialist organizations are of the ANTIFA  protestors - more paid actors.👎😲	NOT	NULL	NULL
96790	@USER Man they should really consider some typename of gun control.	NOT	NULL	NULL
68297	@USER A whore's book being published! All the looney liberals run out and buy it	OFF	TIN	GRP
22391	#Quebec #election: #Liberals promise more #money to buy #electric cars URL	NOT	NULL	NULL
50653	@USER She just sounds like she doesn't need to be a cop. Not everyone is cut out for it. I think she got startled when he opened the door and in that short moment of panic pulled her gun and shot. Horrible.i just think she is not made to stay calm in situations.	NOT	NULL	NULL
58759	@USER @USER @USER There has to be a way where conservatives who look the other way and approve oF sexual assault and victim shame to endorse their political agenda and hatred are held accountable. Why don’t you sign your name so you can be held accountable for your lies	OFF	TIN	IND
20238	@USER he probably gets paid to say that...with $$ and assurances that he won't be called an islamophobe---pfffft it's a fake word--justin is an IDIOT and he is destroying canada one refugee at a time	OFF	TIN	IND
34035	@USER Your sister brie is s perfect wife and mom who loves and respect her husband she is not like you and you always loves to grab or grind with other men	NOT	NULL	NULL
73626	@USER @USER I'm convinced that there's a hell of a lot more liberals of the typename that a conservative could have a real conversation with and vice versa than either would admit.   The whack job commies scare the shit out of everybody. It's about time we started talking.	OFF	TIN	OTH
73986	@USER @USER Now finish your juice box and get out your nap mats... URL	NOT	NULL	NULL
27243	@USER Obviously its ANTIFA who is threatening her to force her to continue the charade	OFF	TIN	IND
34394	"@USER She was drunk, this rape is her fault.""  ""He was drunk, this rape isn't his fault.  Said no one, except the crying liberals making more stuff up. You guys are laughable."""	NOT	NULL	NULL
81548	@USER @USER Oh @USER The Dem candidates do have clearly stated policy proposals. One involves rational gun control. When elected they won’t vacillate like Trump. You and @USER are done deceiving America.	OFF	TIN	IND
14142	"@USER @USER It's not a conservative semantic argument. It's a stretch, meant to incite emotions with inflated school shooting"" statistic. People hear ""school shooting,"" and without reading they are meant to think of Parkland, and begin their predictable howls for gun control. Someone was"""	NOT	NULL	NULL
11880	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don’t forget @USER	NOT	NULL	NULL
46391	@USER @USER Scientific breakthrough! Origins of @USER discovered #TalkLikeAPirateDay	NOT	NULL	NULL
74896	@USER @USER @USER Completely agree. I grew up around guns and there are plenty of responsible gun owners who fully support strict gun control laws. I’m absolutely one of them.	NOT	NULL	NULL
21752	"@USER Shooting stars are pretty."""""	NOT	NULL	NULL
53300	@USER @USER She is Epitome of how low the left goes! Sewers dont go that low!! People #WalkAway!!	NOT	NULL	NULL
98979	@USER Doug Ford should in no way think that he has carte blanche to make whatever changes benefit him personally and satisfy his need for vengeance against the people of Toronto.  Shame.   What he is doing is not democracy.	OFF	TIN	IND
63417	@USER Will antifa fill the streets when kavanaugh is confirmed	NOT	NULL	NULL
73561	#Kavanaugh on gun control again raises his residence in the dangerous DC area. His exposure to gun violence in Bethesda is like calling yourself gangsta because you live in Beverly Hills.	OFF	TIN	GRP
33773	@USER Well he’s closer to Lincoln than you are.	NOT	NULL	NULL
40316	@USER Turn them loose and see what happens to her city. People like her is what gives the Democrats a bad name. She is risking the entire population of Atlanta. Wonder how the citizens like it. We’ll see at the ballot box	OFF	TIN	GRP
86852	@USER in legislature you are very rude. you are out of mind  and out of control...take some pills to relax....you fight for councillors salary of 115K . Did you ever fight for my salary? get lost.	NOT	NULL	NULL
68220	@USER Aaron has barely been in it this last year. He is in a few episodes then he is sent out of town for a few weeks. Robert had that story with the whites	NOT	NULL	NULL
49777	@USER Liberals also probably need more- culturally aware trolls!	OFF	TIN	GRP
55748	@USER Credibly Accused is a Antifa mob dog whistle. We heard and we are cocked and loaded.	NOT	NULL	NULL
51684	@USER @USER Good god woman. Shut up. If you liberals really believed this @USER would have spoke out against this the day she received the letter.	OFF	TIN	IND
20253	@USER you are a sorry excuse of a rep - I hope that your district votes accordingly-you need to go!  Your nose is so brown it will never be clean! URL	OFF	TIN	IND
97963	2. This lady nails it ⬇️ “Brexit seems to have unleashed an angry incivility”. Unless moderate #OneNation @USER stand up &amp; fight for a sensible moderate Brexit (for me that’s EFTA @USER we risk becoming a #HardBrexit party rejected by moderates &amp; replaced by Corbyn URL	NOT	NULL	NULL
59520	@USER Doesnt bother me.  I will always believe there was more to that story and the father had a part in it some how.	NOT	NULL	NULL
34759	@USER @USER Or perhaps it’s because he is gone 👀	NOT	NULL	NULL
78862	@USER She is selling her pucker nationally	NOT	NULL	NULL
24925	@USER Like the way Antifa does? Or Mad Maxine?	NOT	NULL	NULL
67730	@USER I figured it out! R&amp;D 😂	NOT	NULL	NULL
98174	@USER @USER Why are they there??? It seemed like they are brainwashed	OFF	TIN	GRP
94151	"@USER He is a Patriot"" according to the Left...."""	NOT	NULL	NULL
31966	@USER Graham you are on the wrong side of history.	NOT	NULL	NULL
51630	@USER He's such a JERK-OFF what about what the did to Sarah Sanders and all the other women in Trump's cabinet including Pam Bondi ect... .Oh yeah they don't count because there not Democrats or Liberals #HESANIDIOT	NOT	NULL	NULL
26179	@USER @USER @USER @USER You knowmandni know you are on the verge from my education satochi data	NOT	NULL	NULL
10142	@USER He should not have a job after this. But I guess he is the “lap” dog of some bigwig in broadcasting.	OFF	TIN	IND
75090	@USER It's scary stuff to see how dedicated you are to preventing people's access to resources during a crisis.	OFF	TIN	IND
47549	@USER The truth for the gun control/anti-2A URL	OFF	TIN	IND
39243	@USER @USER @USER Yes he is and the democrats hate it	OFF	TIN	IND
28588	@USER they're hot bro	OFF	UNT	NULL
76232	@USER @USER Antifa = Democrats = Dixiecrats = KKK URL	NOT	NULL	NULL
89589	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I just blocked 3 asses.	OFF	UNT	NULL
33958	@USER he is already on betfair exchange but not on sportbooks.	NOT	NULL	NULL
10843	@USER Just look at the ass and keep it moving 🤦🏽‍♀️	OFF	TIN	IND
17619	@USER @USER bt1100 ass malfunction	OFF	UNT	NULL
52231	@USER He is very scared that he will loose...... Yay!	NOT	NULL	NULL
16364	"@USER @USER @USER @USER Jonathan Haidt's The Righteous Mind"" should be required reading in high school.  Parts of the book elucidate exactly the problem conservatives like Shapiro contend with: they think everyone thinks/acts like they believe they do - making choices rationally and on principle."""	NOT	NULL	NULL
93580	@USER BURN  your Nike gear.  Everyone I know is done buying Nike.  Oops. Conservatives are the ones buying from Nike.  After all we r the ones making the money  There’s way way more of us    🖕Nike	NOT	NULL	NULL
42068	@USER @USER well said sorry Geoff you are wrong absolutely no comparison	NOT	NULL	NULL
17545	@USER @USER It's like some people are acting like ANTIFA...🤔🤔🤔	NOT	NULL	NULL
33449	@USER The first person got it by having sex with animals..	OFF	UNT	NULL
90910	@USER Yeah I bought sumn from them. Tired of morphe 🙄	NOT	NULL	NULL
86697	@USER she is	NOT	NULL	NULL
95046	@USER @USER You are making crap up- no Dem I know wants to abolish ICE. We don’t believe rich people should be the ones getting tax breaks. Bankrupt Medicare? Total nonsense. You lie as much as Trump	OFF	TIN	IND
34254	@USER This wouldn't have become a issue if he had not been choosen for supreme Court that's a fact... Shows liberals for what they are	NOT	NULL	NULL
78441	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER DNA testing? I thought that was the obvious answer. I wouldn’t even want to consider what the snowflakes would say if Border Protection detained or released  a child with a pedophile or child trafficker! ... but I take it Ed doesn’t care?	OFF	TIN	IND
79236	@USER @USER @USER @USER Libertarian: weed smoking conservatives who let women make their own choices. Hmmm sounds good to me. Almost a modern take on an aging Conservative party.	NOT	NULL	NULL
26617	@USER Patty. You are injury prone like me. 😅	NOT	NULL	NULL
63854	I just threw up in my mouth. #LockHerUp #MAGA URL	OFF	UNT	NULL
20674	@USER Bono is an idiot!	OFF	TIN	IND
32580	@USER bITCHC IM UWUING	OFF	UNT	NULL
71821	@USER @USER @USER The fact that you equate smoking reefer with sexual assault tells me everything I need to know about you. You MAGA-bot-types are completely at sea when it comes to basic human decency. Like your president.	OFF	TIN	GRP
57652	@USER GUN CONTROL WILL NOT STOP GUN VIOLENCE  !!!	OFF	TIN	IND
77328	@USER Those liberals are kinky people	OFF	TIN	GRP
28562	@USER @USER is mentally disturbed	OFF	TIN	IND
66474	@USER @USER @USER @USER @USER European liberals and conservatives must stand together against populism.	NOT	NULL	NULL
61247	@USER Yes she did. She has sat in on many public hearings including Facebook. She is a ploy	NOT	NULL	NULL
50663	@USER //HE IS A DETECTIVE SO I MEAN  I GUESS THEY COULD WORK TOGETHER	NOT	NULL	NULL
47365	@USER Did someone say METH course?	NOT	NULL	NULL
10725	@USER @USER @USER @USER Gun control is never sensible.	OFF	TIN	GRP
42312	"* he starred in two movie and drama tv series. while it's impossible not to notice his strinkingly handsome looks, it's what lies beneath what define who he is ...  "" in conclusion if english is a common working language in asia for regional cooperation and development ..."""	NOT	NULL	NULL
86853	#WhatILearnedToday  Liberals are the scum of the earth   Absolute treason.	OFF	TIN	GRP
82395	@USER @USER @USER Thank you my lovely! You are beautiful too 💜💜	NOT	NULL	NULL
33730	@USER @USER They’re doing it deliberately get rid of the minions problem solved they couldn’t give a monkeys.	NOT	NULL	NULL
78965	@USER Or the ones we lose when the NRA challenges reasonable gun control measures as unconstitutional as they did the new laws that the #Parkland kids helped get passed in FL.	NOT	NULL	NULL
78734	@USER @USER Why do liberals shout and hang their mouths open? Slack jaws.	NOT	NULL	NULL
65599	"@USER Top 5 excuses"" liberals use when they are losing and desperate. #1 RACISM #2 Sexism #3 Russia #4 Guns #5 the Rich VOTE DEMOCRATS OUT! America doesn't need LOSER leaders. and WHINERS!"""	OFF	TIN	GRP
89720	@USER @USER @USER @USER @USER @USER She is a master at twisting words and meaning.	NOT	NULL	NULL
94939	@USER @USER Liberals  wouldn’t know the first thing about “doing the right thing” 🤣🤣🤣🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼	OFF	UNT	NULL
67720	@USER @USER @USER The deception and dirty tricks happened when @USER refused protocol and stole a SCOTUS seat from Obama.  Conservatives love to fight dirty but then cry foul when others call them on it or play hardball right back at them.  Bunch of pussies.  #MerrickGarland  #Resist	OFF	TIN	OTH
98429	@USER RETHINK...STOP CENSORING CONSERVATIVES...	NOT	NULL	NULL
29871	@USER @USER @USER You make no sense. “Antifa” is a cut-down word for ANTI-fascist. NAZIs are Hitler fascists by definition. Many so-called right-wingers tend to fascist views. Trump does. Just listen to him. The so-called left is far from fascist.	OFF	TIN	OTH
86953	- Man of Steel: Ok - Batman v Superman: Ok - Suicide Squad: Boring - Justice League: Bad  😔 🤦‍♂️   Reboot. Keep Wonder Woman as she is. Do something with time travel or altered timelines or something.	NOT	NULL	NULL
45519	@USER We were tired of gun violence long ago. Unfortunately the GOP has allowed the NRA/gun lobby to take over the issue. Many gun owners support some basic common sense gun control but you wouldn’t know it from the lobbying.	NOT	NULL	NULL
28082	@USER It’s a civil war politically by the Democrats and a physical war with their Brown Shirts Antifa.	NOT	NULL	NULL
24555	@USER @USER You are devaluing everyone's opinion on the Independent article whom agrees with me by saying they are disgruntled students or bots. Just because they don't put Dr. In their Twitter name it doesn't mean they haven't done 'deeply important research' as you fondly put it.	OFF	TIN	GRP
13670	@USER It’s Good for our Gun Business. More Guns sell when these people bring up Gun Control. Keep up the Great Work. Guns for All.	OFF	TIN	IND
85763	@USER @USER Sounds to like the FISA court may have a problem too!. 🇺🇸#MAGA🇺🇸 🇺🇸#KAG🇺🇸 🇺🇸#BUILD the WALL🇺🇸	NOT	NULL	NULL
93060	Feinstein refuses to follow protocol re: #Kavanaugh situation. That Proves twas a #Democrat Bully tactic to Smear the candidate &amp; delay proceedings and/ or get him to Withdraw. Sick of it! #WalkAway  #MAGA URL	NOT	NULL	NULL
90540	So since Dems want stand on a soapbox over Kavanaugh exactly when  will you be addressing the sexual slush fund covering your backsides #MAGA	OFF	TIN	OTH
81321	@USER An ugly old man trying to make himself relevant again with more lies  Remember him saying he had a deathbed confession from CIA director casey? Never happened according to the bodyguards in that room shouldn't that be enough to question this morons credibility	OFF	TIN	IND
98488	@USER @USER after which she is thrown under the train...	NOT	NULL	NULL
36040	#Florida ! Watch this group.  URL URL	NOT	NULL	NULL
74479	@USER Bitter Obama?  How about Seriously Worried Obama.  He is the head of all this corruption at FBI and DOJ.	OFF	TIN	IND
22950	@USER He is showing way to others... he is a great leader who will be in front line for sacrifice 😂	NOT	NULL	NULL
28436	@USER I know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a coochie lol	OFF	TIN	IND
80960	@USER I wouldn’t mind seeing antifa try this. I doubt it’s bait either.	NOT	NULL	NULL
77652	@USER This is what desperate liberals look like. #SpyGate #ObamaGate	NOT	NULL	NULL
59754	@USER Devout members of ANTIFA though i'm sure.	NOT	NULL	NULL
